CLIENTE;MES;NRO_VEC_COB;PDPs_ROTAS;ESTADO_PDP;NRO_CUOTAS;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;DEUDA_TOTAL;ESTATUS;ACTIVACION;MORA;TIPOCONTACTO
C07767;01/04/2014;<=10;0;0;>48;385.9;0;0;3/04/2014;16;12754.3;BT;1/01/2013;1;CNE
C07768;01/04/2014;<=10;0;0;<=24;184.06;184.56;185.56;28/04/2014;7;2444.17;BT;1/01/2013;1;CNE
C07769;01/04/2014;<=10;0;0;<=24;45.37;45.52;45.32;29/04/2014;11;2748.67;BT;1/01/2012;1;CNE
C07770;01/04/2014;>10;0;0;<24, 48;2278.58;3552.74;0;30/04/2014;14;22153;BT;1/01/2011;0;COEF
C07771;01/04/2014;<=10;0;0;<24, 48;314.69;34.83;34.83;25/04/2014;7;5116.09;BT;1/01/2013;1;CNE
C07772;01/04/2014;>10;0;0;>48;271.96;253.66;276.83;14/04/2014;13;6159.44;BT;1/01/2012;1;CNE
C07773;01/04/2014;<=10;0;0;>48;389.66;0;0;22/04/2014;7;4849.59;BT;1/01/2011;1;CNE
C07775;01/04/2014;>10;0;0;<24, 48;39.11;0;0;8/04/2014;11;1979.6;BT;1/01/2012;1;CNE
C07776;01/04/2014;<=10;0;0;<24, 48;249.99;0;0;24/04/2014;8;3666.78;BT;1/01/2012;1;CNE
C07778;01/04/2014;<=10;0;0;<24, 48;373.3;0;0;2/04/2014;12;2759.04;BT;1/01/2013;1;CNE
C07781;01/04/2014;<=10;>0;0;<24, 48;343.19;186.96;0;30/04/2014;15;6613.5;BT;1/01/2012;0;CNE
C07784;01/04/2014;<=10;0;0;>48;120.82;0;0;11/04/2014;8;22989.7;BT;1/01/2013;1;CNE
C07785;01/04/2014;<=10;0;0;<24, 48;48.34;0;0;16/04/2014;13;5362.37;BT;1/01/2014;1;CNE
C07786;01/04/2014;<=10;0;0;<24, 48;782.63;0;0;1/04/2014;13;4402.34;BT;1/01/2012;0;CNE
C07787;01/04/2014;>10;0;0;<24, 48;1346.92;0;0;16/04/2014;8;9402.72;BT;1/01/2012;0;CNE
C07789;01/04/2014;<=10;0;0;<24, 48;518.26;0;0;3/04/2014;17;4355.83;BT;1/01/2010;1;COEF
C07790;01/04/2014;<=10;0;0;>48;411.22;0;0;11/04/2014;12;7606.16;BT;1/01/2010;1;CNE
C07791;01/04/2014;<=10;0;0;<24, 48;583.24;0;1757.41;29/04/2014;8;17181.7;BT;1/01/2014;1;CNE
C07792;01/04/2014;<=10;0;0;<=24;347.34;0;0;11/04/2014;9;4771.21;BT;1/01/2013;1;CNE
C07793;01/04/2014;<=10;0;0;<24, 48;281.17;184.57;155.88;3/04/2014;18;12019.1;BT;1/01/2013;1;CNE
C07794;01/04/2014;<=10;0;0;<24, 48;100.96;0;0;15/04/2014;15;1754.2;BT;1/01/2012;1;COEF
C07795;01/04/2014;>10;0;0;<24, 48;65.91;0;0;4/04/2014;8;2139.94;BT;1/01/2011;1;COEF
C07796;01/04/2014;>10;0;0;>48;109.39;0;0;11/04/2014;14;17633;BT;1/01/2011;1;CNE
C07797;01/04/2014;<=10;0;0;<24, 48;445.05;0;0;28/04/2014;13;8535.69;BT;1/01/2013;1;COEF
C07798;01/04/2014;>10;0;0;<24, 48;283.54;0;0;4/04/2014;20;873.34;BT;1/01/2011;1;CNE
C07799;01/04/2014;<=10;0;0;>48;87.97;0;834.58;29/04/2014;15;8486.17;BT;1/01/2013;1;CNE
C07800;01/04/2014;<=10;0;0;>48;385.36;0;0;3/04/2014;11;7434.82;BT;1/01/2012;1;CNE
C07801;01/04/2014;<=10;>0;1;>48;237.35;0;0;10/04/2014;16;3575.92;BT;1/01/2012;1;COEF
C07802;01/04/2014;>10;0;0;<24, 48;793.13;397.79;1193.59;1/04/2014;20;5996.86;BT;1/01/2011;0;CNE
C07803;01/04/2014;<=10;0;0;>48;629.83;381.31;0;3/04/2014;18;18343.4;BT;1/01/2013;1;CNE
C07804;01/04/2014;>10;0;0;<24, 48;1518.67;0;0;3/04/2014;7;60570.9;BT;1/01/2012;1;CNE
C07805;01/04/2014;>10;0;0;>48;592.5;0;0;4/04/2014;11;16153.4;BT;1/01/2012;1;CNE
C07806;01/04/2014;<=10;>0;0;<=24;377.94;568.22;0;29/04/2014;13;2724.37;BT;1/01/2013;0;COEF
C07807;01/04/2014;<=10;0;0;<24, 48;186.62;0;0;21/04/2014;13;4207.54;BT;1/01/2012;1;CNE
C07808;01/04/2014;<=10;0;0;>48;830.17;0;0;7/04/2014;10;20691.6;BT;1/01/2013;1;CNE
C07809;01/04/2014;<=10;0;0;<=24;315.6;0;0;3/04/2014;11;2007.19;BT;1/01/2013;1;CNE
C07810;01/04/2014;>10;>0;0;<24, 48;545.68;0;0;1/04/2014;7;546.09;BT;1/01/2011;0;CNE
C07811;01/04/2014;<=10;0;0;<24, 48;309.88;620.32;932.43;28/04/2014;13;5846.07;BT;1/01/2013;1;CNE
C07813;01/04/2014;<=10;0;0;>48;1988.38;0;0;8/04/2014;7;56674.4;BT;1/01/2012;1;CNE
C07814;01/04/2014;<=10;0;0;<24, 48;821.4;0;0;14/04/2014;12;20553.3;BT;1/01/2012;1;CNE
C07815;01/04/2014;>10;>0;0;>48;3471.39;2329.31;6665.19;22/04/2014;20;53103.7;BT;1/01/2011;0;CNE
C07816;01/04/2014;<=10;0;0;>48;598.85;600.54;579.57;4/04/2014;13;15805.2;BT;1/01/2012;1;CNE
C07818;01/04/2014;>10;0;0;>48;892.61;0;0;29/04/2014;11;3855.46;BT;1/01/2011;0;CNE
C07819;01/04/2014;<=10;0;0;>48;221.48;320.85;0;9/04/2014;8;7162.18;BT;1/01/2012;1;CNE
C07822;01/04/2014;<=10;0;0;<24, 48;46.8;0;0;9/04/2014;14;1192.69;BT;1/01/2012;1;CNE
C07823;01/04/2014;>10;>0;1;<24, 48;849.51;841.7;851.73;15/04/2014;7;4143.98;BT;1/01/2010;1;CNE
C07824;01/04/2014;>10;0;0;<24, 48;260.08;0;0;9/04/2014;18;3070.29;BT;1/01/2012;1;CNE
C07825;01/04/2014;<=10;>0;0;>48;351.34;0;0;15/04/2014;10;6647.86;BT;1/01/2012;1;COEF
C07826;01/04/2014;<=10;>0;0;<24, 48;617.13;541.18;431.08;1/04/2014;9;8083.68;BT;1/01/2011;1;COEF
C07827;01/04/2014;<=10;0;0;>48;519.43;0;0;3/04/2014;18;14689;BT;1/01/2013;1;CNE
C07828;01/04/2014;<=10;0;0;<24, 48;102.22;146.2;149.44;29/04/2014;10;2891.88;BT;1/01/2013;1;CNE
C07829;01/04/2014;>10;0;0;<24, 48;654.94;654.94;0;3/04/2014;11;2213.56;BT;1/01/2011;0;CNE
C07832;01/04/2014;<=10;0;0;<24, 48;2929.74;2929.74;0;9/04/2014;14;63679.8;BT;1/01/2013;1;COEF
C07834;01/04/2014;<=10;0;0;>48;2835.88;0;0;21/04/2014;13;76479.1;BT;1/01/2013;1;CNE
C07836;01/04/2014;<=10;>0;1;<24, 48;1296.19;0;0;23/04/2014;15;7151.52;BT;1/01/2011;0;CNE
C07837;01/04/2014;<=10;0;0;<24, 48;290.38;0;0;3/04/2014;14;6715;BT;1/01/2014;1;COEF
C07838;01/04/2014;<=10;0;0;<24, 48;460.03;0;0;28/04/2014;11;10979.4;BT;1/01/2012;1;CNE
C07839;01/04/2014;<=10;0;0;<24, 48;87.58;0;0;15/04/2014;7;3455.35;BT;1/01/2012;1;COEF
C07840;01/04/2014;>10;0;0;<24, 48;2263.14;1538.3;914.15;7/04/2014;10;31052.5;BT;1/01/2011;1;CNE
C07841;01/04/2014;>10;0;0;<24, 48;108.23;208.31;0.4;9/04/2014;13;3829.23;BT;1/01/2011;1;COEF
C07843;01/04/2014;<=10;0;0;<24, 48;518.49;0;0;15/04/2014;9;12059.6;BT;1/01/2013;1;CNE
C07844;01/04/2014;>10;0;0;>48;101.08;94.6;100.87;15/04/2014;15;1470.24;BT;1/01/2011;1;CNE
C07845;01/04/2014;>10;0;0;>48;37.03;0;0;2/04/2014;11;38763.8;BT;1/01/2010;1;CNE
C07847;01/04/2014;>10;0;0;>48;51.87;0;0;7/04/2014;11;66518.5;BT;1/01/2012;1;CNE
C07849;01/04/2014;>10;0;0;<24, 48;289.13;0;0;3/04/2014;12;5074.93;BT;1/01/2012;1;COEF
C07851;01/04/2014;<=10;0;0;>48;521.68;521.68;1572.85;25/04/2014;12;12407.7;BT;1/01/2013;1;CNE
C07852;01/04/2014;<=10;0;0;<24, 48;1399.44;0;0;9/04/2014;11;32873.3;BT;1/01/2011;1;CNE
C07853;01/04/2014;<=10;0;0;<24, 48;852;0;0;11/04/2014;11;17570.9;BT;1/01/2013;1;CNE
C07854;01/04/2014;>10;0;0;>48;2628.15;0;0;11/04/2014;17;53137.7;BT;1/01/2011;0;CNE
C07857;01/04/2014;<=10;0;0;<=24;132.74;0;0;8/04/2014;9;855.83;BT;1/01/2012;1;COEF
C07859;01/04/2014;<=10;0;0;<24, 48;326.41;0;0;4/04/2014;10;6353.03;BT;1/01/2013;1;COEF
C07860;01/04/2014;<=10;0;0;<24, 48;235.67;235.67;0;11/04/2014;8;7247.33;BT;1/01/2012;1;CNE
C07862;01/04/2014;<=10;0;0;<24, 48;627.82;554.54;672.03;1/04/2014;12;5143.94;BT;1/01/2010;1;CNE
C07863;01/04/2014;<=10;0;0;<24, 48;395.49;0;0;15/04/2014;7;10704.3;BT;1/01/2013;1;COEF
C07864;01/04/2014;<=10;0;0;<=24;266.55;0;0;24/04/2014;9;751.31;BT;1/01/2011;1;CNE
C07865;01/04/2014;<=10;0;0;<24, 48;521.64;0;0;8/04/2014;8;9149.45;BT;1/01/2013;1;COEF
C07866;01/04/2014;<=10;0;0;<24, 48;1047.28;0;3162.73;10/04/2014;8;25878.4;BT;1/01/2012;1;CNE
C07867;01/04/2014;<=10;0;0;<24, 48;731.42;0;0;9/04/2014;7;45909.1;BT;1/01/2013;1;COEF
C07869;01/04/2014;<=10;>0;0;<24, 48;962.83;0;2856.29;30/04/2014;13;18684.4;BT;1/01/2013;1;CNE
C07870;01/04/2014;<=10;0;0;<=24;1057.09;1057.64;0;1/04/2014;11;1041.47;BT;1/01/2013;0;CNE
C07873;01/04/2014;<=10;0;1;>48;109.28;0;0;2/04/2014;12;7178.51;BT;1/01/2014;1;CNE
C07874;01/04/2014;<=10;0;0;>48;1905.84;0;0;29/04/2014;9;41451.1;BT;1/01/2012;1;CNE
C07875;01/04/2014;<=10;0;0;<24, 48;211.95;0;0;3/04/2014;15;4360.38;BT;1/01/2013;1;CNE
C07876;01/04/2014;>10;0;0;<24, 48;562.02;563.5;0;4/04/2014;9;9813.15;BT;1/01/2013;1;CNE
C07878;01/04/2014;<=10;0;0;<24, 48;805.26;805.26;0;24/04/2014;14;13906.3;BT;1/01/2012;1;COEF
C07879;01/04/2014;<=10;0;0;<24, 48;459.77;1032.34;1612.23;15/04/2014;14;9345.42;BT;1/01/2012;1;CNE
C07880;01/04/2014;<=10;0;0;>48;359.82;0;0;4/04/2014;7;5331.67;BT;1/01/2011;1;CNE
C07881;01/04/2014;<=10;0;0;>48;145.22;0;0;14/04/2014;13;13633.8;BT;1/01/2011;1;CNE
C07883;01/04/2014;<=10;0;0;<24, 48;751.95;0;0;1/04/2014;18;4034.71;BT;1/01/2013;0;CNE
C07884;01/04/2014;<=10;0;0;<24, 48;204.43;204.83;204.83;14/04/2014;13;3535.32;BT;1/01/2012;1;CNE
C07885;01/04/2014;>10;>0;0;<24, 48;176.96;172.4;0;30/04/2014;16;6406.6;BT;1/01/2011;1;COEF
C07886;01/04/2014;<=10;>0;0;>48;407.86;822.82;0;4/04/2014;20;9849.86;BT;1/01/2012;0;COEF
C07887;01/04/2014;>10;0;0;>48;197.89;0;0;4/04/2014;8;9519.92;BT;1/01/2012;1;CNE
C07888;01/04/2014;<=10;0;0;<24, 48;545.96;9.71;21.57;3/04/2014;8;13340.3;BT;1/01/2013;1;COEF
C07889;01/04/2014;>10;0;0;<24, 48;161.92;0.16;161.97;25/04/2014;11;3793.89;BT;1/01/2010;1;CNE
C07891;01/04/2014;<=10;0;0;>48;115.18;0;0;21/04/2014;14;17066;BT;1/01/2013;1;CNE
C07892;01/04/2014;<=10;0;0;>48;462.39;0;0;9/04/2014;8;14090.2;BT;1/01/2013;1;CNE
C07893;01/04/2014;<=10;0;0;<24, 48;1150.49;0;0;22/04/2014;8;25245;BT;1/01/2013;1;COEF
C07894;01/04/2014;<=10;0;0;<24, 48;775.23;1.2;0;3/04/2014;9;16123.5;BT;1/01/2013;1;CNE
C07897;01/04/2014;<=10;0;0;<24, 48;239.71;0;0;21/04/2014;9;5150.66;BT;1/01/2013;1;COEF
C07898;01/04/2014;<=10;0;0;>48;41.67;0;0;21/04/2014;10;26287.2;BT;1/01/2013;1;CNE
C07899;01/04/2014;<=10;0;0;<24, 48;306.94;0;41.52;3/04/2014;10;953.05;BT;1/01/2011;1;COEF
C07900;01/04/2014;>10;>0;1;<24, 48;1693.96;0;0;16/04/2014;7;39796.7;BT;1/01/2012;1;COEF
C07902;01/04/2014;>10;0;0;>48;746.34;0;0;15/04/2014;9;19753.2;BT;1/01/2011;1;CNE
C07903;01/04/2014;>10;0;0;>48;156.47;0;0;3/04/2014;15;2072.59;BT;1/01/2010;1;COEF
C07904;01/04/2014;<=10;>0;0;>48;518.45;494.35;129.91;14/04/2014;9;15900;BT;1/01/2013;1;CNE
C07905;01/04/2014;<=10;0;0;<24, 48;225.43;366.49;356.26;16/04/2014;8;12673.4;BT;1/01/2013;1;CNE
C07906;01/04/2014;>10;0;0;<24, 48;219.12;496.97;532.83;2/04/2014;11;12577.4;BT;1/01/2012;1;CNE
C07909;01/04/2014;<=10;>0;1;<24, 48;61.51;0;0;21/04/2014;10;3937.57;BT;1/01/2012;1;COEF
C07911;01/04/2014;<=10;0;0;<24, 48;146.32;0;0;3/04/2014;14;2144.77;BT;1/01/2012;1;COEF
C07912;01/04/2014;<=10;0;0;<=24;1010.85;0;0;21/04/2014;7;978.954;BT;1/01/2014;1;CNE
C07913;01/04/2014;<=10;0;0;>48;430.4;0;0;7/04/2014;13;16730.1;BT;1/01/2013;1;COEF
C07914;01/04/2014;<=10;0;0;<=24;231.15;0;0;11/04/2014;8;2519.78;BT;1/01/2013;1;CNE
C07917;01/04/2014;<=10;0;0;<24, 48;544.89;0;0;10/04/2014;10;13046.3;BT;1/01/2012;1;COEF
C07918;01/04/2014;<=10;0;0;>48;1230.88;871.65;0;8/04/2014;18;45974.4;BT;1/01/2013;1;COEF
C07919;01/04/2014;>10;>0;0;<24, 48;1165.38;1563.53;0;22/04/2014;14;5873.14;BT;1/01/2011;0;CNE
C07920;01/04/2014;<=10;0;0;>48;319.48;315.83;315.84;9/04/2014;18;9802.15;BT;1/01/2013;1;COEF
C07921;01/04/2014;>10;0;0;<24, 48;175.34;178.53;0;29/04/2014;10;1932.12;BT;1/01/2012;0;CNE
C07923;01/04/2014;<=10;>0;0;<24, 48;512.31;0;0;4/04/2014;12;4063.29;BT;1/01/2012;0;COEF
C07925;01/04/2014;<=10;0;0;<24, 48;270.08;523.33;523.33;30/04/2014;8;4802.47;BT;1/01/2013;0;CNE
C07926;01/04/2014;<=10;0;0;>48;580.53;582;0;9/04/2014;15;10343.3;BT;1/01/2011;1;COEF
C07927;01/04/2014;<=10;>0;0;<24, 48;500.62;500.62;1731.63;25/04/2014;7;13196.4;BT;1/01/2012;1;COEF
C07930;01/04/2014;<=10;0;0;>48;479.95;0;0;1/04/2014;9;73896.7;BT;1/01/2013;1;CNE
C07932;01/04/2014;<=10;0;0;<=24;211.97;212.34;212.56;3/04/2014;12;2586.59;BT;1/01/2013;1;CNE
C07934;01/04/2014;<=10;0;0;>48;607.22;606.28;45.87;9/04/2014;15;15852;BT;1/01/2012;1;COEF
C07935;01/04/2014;>10;0;0;<24, 48;38.62;0;0;4/04/2014;8;606.34;BT;1/01/2011;1;CNE
C07936;01/04/2014;>10;0;0;<24, 48;294.23;313.8;314.96;16/04/2014;8;2558.64;BT;1/01/2011;1;CNE
C07937;01/04/2014;>10;>0;0;<24, 48;645.23;971.11;981.43;16/04/2014;15;5845.59;BT;1/01/2013;0;COEF
C07938;01/04/2014;<=10;0;0;<24, 48;1437.36;0;0;9/04/2014;15;38842.7;BT;1/01/2013;1;COEF
C07939;01/04/2014;<=10;0;0;<24, 48;181.78;0;0;21/04/2014;19;13978.5;BT;1/01/2012;1;CNE
C07940;01/04/2014;>10;0;0;<24, 48;517.62;0;0;3/04/2014;8;2030.21;BT;1/01/2011;1;COEF
C07941;01/04/2014;<=10;0;0;>48;162.5;167.59;163.65;14/04/2014;15;4461.2;BT;1/01/2012;1;CNE
C07942;01/04/2014;<=10;0;0;<24, 48;268.24;268.24;0;28/04/2014;7;617.07;BT;1/01/2011;1;CNE
C07943;01/04/2014;>10;0;0;<24, 48;423.48;0;166.35;22/04/2014;20;872.25;BT;1/01/2011;0;CNE
C07944;01/04/2014;<=10;0;0;<24, 48;209.89;0;214.28;3/04/2014;14;3364;BT;1/01/2012;1;CNE
C07947;01/04/2014;>10;0;0;>48;511.73;0;0;8/04/2014;11;2021.01;BT;1/01/2010;1;COEF
C07948;01/04/2014;<=10;0;0;<24, 48;193.34;0;0;10/04/2014;10;3877.99;BT;1/01/2014;1;CNE
C07949;01/04/2014;<=10;0;0;<24, 48;297.14;0;0;14/04/2014;7;5961.8;BT;1/01/2012;1;COEF
C07950;01/04/2014;<=10;0;0;>48;1555.44;0;4672.01;11/04/2014;15;46650.3;BT;1/01/2014;1;CNE
C07951;01/04/2014;<=10;0;0;>48;446.12;0;0;2/04/2014;17;12518.5;BT;1/01/2012;1;COEF
C07952;01/04/2014;>10;0;0;<24, 48;556.67;0;1691.9;7/04/2014;11;11265.6;BT;1/01/2012;1;CNE
C07954;01/04/2014;<=10;>0;0;<24, 48;577.79;179.03;280.66;1/04/2014;12;7793.85;BT;1/01/2012;1;COEF
C07955;01/04/2014;<=10;0;0;<24, 48;1495.38;0;0;8/04/2014;8;36468.6;BT;1/01/2012;1;COEF
C07956;01/04/2014;>10;>0;0;<24, 48;456.06;0;0;28/04/2014;7;8644.43;BT;1/01/2012;1;CNE
C07957;01/04/2014;<=10;>0;1;<24, 48;894.82;0;1346.55;29/04/2014;14;12336.1;BT;1/01/2013;0;CNE
C07958;01/04/2014;>10;0;0;<24, 48;310.21;472.48;0;21/04/2014;18;1520.29;BT;1/01/2011;0;COEF
C07959;01/04/2014;>10;0;0;<24, 48;71.67;0;0;22/04/2014;7;11111.3;BT;1/01/2010;1;CNE
C07960;01/04/2014;<=10;0;0;<24, 48;520.07;0;0;16/04/2014;7;6431.29;BT;1/01/2012;1;CNE
C07962;01/04/2014;>10;0;0;<24, 48;402.57;402.57;402.89;25/04/2014;12;4750.69;BT;1/01/2012;1;CNE
C07963;01/04/2014;<=10;0;0;<24, 48;2309.97;2309.97;6972.5;22/04/2014;7;49177.2;BT;1/01/2012;1;CNE
C07964;01/04/2014;<=10;0;0;>48;362.88;0;0;9/04/2014;18;58523.5;BT;1/01/2013;1;CNE
C07965;01/04/2014;<=10;0;0;<24, 48;520.19;0;529.79;16/04/2014;12;10556.9;BT;1/01/2013;1;CNE
C07967;01/04/2014;<=10;0;0;<24, 48;401.68;0;0;8/04/2014;7;6289.84;BT;1/01/2011;1;CNE
C07968;01/04/2014;<=10;0;0;<24, 48;334.27;669.08;0;14/04/2014;20;5501.71;BT;1/01/2012;0;CNE
C07969;01/04/2014;<=10;>0;0;>48;2223.53;0;0;21/04/2014;7;26328.8;BT;1/01/2013;0;COEF
C07970;01/04/2014;<=10;0;0;<24, 48;557.33;0;1680.84;28/04/2014;9;14867.3;BT;1/01/2012;1;CNE
C07971;01/04/2014;>10;0;0;>48;69.6;0;0;21/04/2014;10;47581.4;BT;1/01/2011;1;COEF
C07972;01/04/2014;<=10;0;0;<24, 48;1126.13;1126.42;1126.88;3/04/2014;7;27915.3;BT;1/01/2013;1;CNE
C07973;01/04/2014;>10;0;0;>48;496.89;0;0;8/04/2014;10;9699.4;BT;1/01/2012;1;CNE
C07974;01/04/2014;<=10;0;0;<24, 48;221.35;221.35;667.2;10/04/2014;11;3994.85;BT;1/01/2012;1;COEF
C07976;01/04/2014;<=10;0;0;>48;99.89;0;0;14/04/2014;7;5888.91;BT;1/01/2013;1;CNE
C07977;01/04/2014;<=10;0;0;<24, 48;176.59;0;0;22/04/2014;7;10572.9;BT;1/01/2014;1;CNE
C07978;01/04/2014;<=10;0;0;<24, 48;115.93;0;297.61;14/04/2014;15;7729.56;BT;1/01/2013;1;COEF
C07980;01/04/2014;<=10;0;0;<=24;412.51;412.51;1222.56;10/04/2014;14;2339.71;BT;1/01/2013;1;CNE
C07982;01/04/2014;<=10;0;0;<=24;2091.06;0;0;22/04/2014;18;15564.3;BT;1/01/2013;0;COEF
C07983;01/04/2014;<=10;>0;0;>48;512.93;0;1547.64;23/04/2014;8;13605.2;BT;1/01/2013;1;CNE
C07984;01/04/2014;<=10;0;0;>48;436.04;0;0;1/04/2014;9;10333.2;BT;1/01/2012;1;CNE
C07985;01/04/2014;<=10;0;0;<=24;425.19;225.19;479.69;23/04/2014;13;1353.23;BT;1/01/2013;0;CNE
C07986;01/04/2014;<=10;>0;0;>48;836.85;937.63;1115.36;25/04/2014;12;14139.2;BT;1/01/2013;0;CNE
C07987;01/04/2014;<=10;0;0;<24, 48;683.3;681.75;898.25;15/04/2014;9;16462.6;BT;1/01/2012;1;COEF
C07989;01/04/2014;<=10;>0;0;>48;625.44;0;0;11/04/2014;12;3280.77;BT;1/01/2013;0;CNE
C07990;01/04/2014;<=10;>0;0;>48;528.33;0;0;10/04/2014;7;7519.16;BT;1/01/2012;1;COEF
C07991;01/04/2014;<=10;0;0;>48;426;0;0;29/04/2014;17;8260.52;BT;1/01/2012;0;CNE
C07992;01/04/2014;>10;0;0;<24, 48;3768.45;3768.45;0;2/04/2014;8;35473.8;BT;1/01/2012;0;CNE
C07993;01/04/2014;>10;0;0;<24, 48;1305.86;0;0;7/04/2014;8;35115.5;BT;1/01/2012;1;COEF
C07994;01/04/2014;<=10;>0;1;>48;2697.94;0;0;1/04/2014;18;17597;BT;1/01/2012;0;COEF
C07995;01/04/2014;>10;0;0;>48;1354.82;0;0;4/04/2014;7;34540.9;BT;1/01/2012;1;CNE
C07996;01/04/2014;>10;0;0;<24, 48;395.04;0;0;4/04/2014;14;7124.62;BT;1/01/2011;1;CNE
C07997;01/04/2014;<=10;0;0;>48;157.34;0;0;3/04/2014;15;13347.8;BT;1/01/2013;1;CNE
C07998;01/04/2014;<=10;0;0;<24, 48;680.35;0;0;22/04/2014;8;19657.6;BT;1/01/2013;1;COEF
C07999;01/04/2014;<=10;0;0;<=24;272.32;0;0;8/04/2014;9;1705.44;BT;1/01/2013;1;COEF
C08000;01/04/2014;<=10;0;0;>48;139.98;0;0;4/04/2014;8;3221.19;BT;1/01/2012;1;COEF
C08002;01/04/2014;>10;0;0;<24, 48;169.98;169.36;0;23/04/2014;12;3507.09;BT;1/01/2012;1;CNE
C08003;01/04/2014;>10;0;0;<24, 48;286.75;26.1;51.91;15/04/2014;16;2758.71;BT;1/01/2011;1;CNE
C08004;01/04/2014;<=10;0;0;>48;107.96;0;0;24/04/2014;18;14530;BT;1/01/2012;1;CNE
C08005;01/04/2014;<=10;0;0;<=24;1018.61;0;0;14/04/2014;19;1011.36;BT;1/01/2014;1;CNE
C08006;01/04/2014;>10;0;0;<24, 48;133.23;0;0;3/04/2014;14;2194.99;BT;1/01/2011;1;COEF
C08007;01/04/2014;<=10;0;0;<24, 48;411.54;463.11;594.71;4/04/2014;8;21509.3;BT;1/01/2014;1;CNE
C08009;01/04/2014;<=10;0;0;<24, 48;364.95;0;0;4/04/2014;14;1416.72;BT;1/01/2011;1;CNE
C08010;01/04/2014;<=10;0;0;<=24;491.19;0;0;29/04/2014;9;2748.74;BT;1/01/2014;1;COEF
C08011;01/04/2014;<=10;0;0;>48;703.31;0;0;3/04/2014;9;65745.5;BT;1/01/2013;1;COEF
C08012;01/04/2014;<=10;0;0;<24, 48;907.74;1216.17;0;10/04/2014;19;4415.53;BT;1/01/2012;0;CNE
C08013;01/04/2014;<=10;0;0;>48;800.55;801.25;802.28;3/04/2014;9;17072.6;BT;1/01/2013;1;CNE
C08015;01/04/2014;<=10;0;0;<24, 48;68.54;0;177.45;3/04/2014;11;8983;BT;1/01/2013;1;CNE
C08017;01/04/2014;<=10;0;0;<=24;381.24;326.82;410.59;14/04/2014;9;7464.77;BT;1/01/2014;1;CNE
C08018;01/04/2014;<=10;0;0;<=24;327.64;14.38;0;25/04/2014;7;5597.8;BT;1/01/2013;1;CNE
C08020;01/04/2014;<=10;0;0;>48;301.59;1147.08;0;9/04/2014;11;19441.4;BT;1/01/2011;1;CNE
C08021;01/04/2014;>10;0;0;<24, 48;539.67;0;0;4/04/2014;13;19519;BT;1/01/2012;1;COEF
C08022;01/04/2014;>10;0;0;<24, 48;461.93;0;0;7/04/2014;13;5887.38;BT;1/01/2011;1;COEF
C08024;01/04/2014;<=10;0;0;<24, 48;393.09;649.75;0;30/04/2014;19;4418.42;BT;1/01/2012;0;CNE
C08025;01/04/2014;>10;0;0;<24, 48;291.33;0;0;3/04/2014;12;2826.59;BT;1/01/2012;1;COEF
C08026;01/04/2014;<=10;0;0;<24, 48;1282.77;1717.44;0;11/04/2014;17;8148.02;BT;1/01/2012;0;CNE
C08027;01/04/2014;>10;>0;0;<24, 48;250.83;0;510;21/04/2014;12;3088.8;BT;1/01/2012;1;CNE
C08028;01/04/2014;<=10;>0;0;<24, 48;1056.79;1416.14;0;29/04/2014;18;6797.4;BT;1/01/2013;0;CNE
C08029;01/04/2014;<=10;0;0;>48;521.25;0;0;4/04/2014;7;28756.4;BT;1/01/2013;1;CNE
C08030;01/04/2014;<=10;0;0;<24, 48;51.02;0;0;15/04/2014;8;7287.68;BT;1/01/2013;1;COEF
C08031;01/04/2014;<=10;0;0;>48;273.86;0;0;3/04/2014;13;13923.3;BT;1/01/2012;1;CNE
C08032;01/04/2014;<=10;0;0;<24, 48;1762.02;1110.59;6.5;2/04/2014;8;31834.2;BT;1/01/2013;1;CNE
C08033;01/04/2014;>10;0;0;>48;618.04;1232.85;0;23/04/2014;9;4640.98;BT;1/01/2010;1;CNE
C08034;01/04/2014;>10;0;0;>48;439.61;0;0;3/04/2014;11;5931.28;BT;1/01/2011;1;COEF
C08036;01/04/2014;<=10;0;0;<24, 48;171.57;0;397.74;4/04/2014;8;7162.59;BT;1/01/2013;1;COEF
C08037;01/04/2014;<=10;>0;0;<24, 48;331.81;598.94;0;29/04/2014;10;4669;BT;1/01/2013;0;CNE
C08038;01/04/2014;>10;0;0;>48;897.7;978.65;1057.94;29/04/2014;11;5736.16;BT;1/01/2012;0;CNE
C08040;01/04/2014;>10;0;0;<24, 48;277.18;0;0;9/04/2014;8;1101.43;BT;1/01/2010;1;CNE
C08041;01/04/2014;>10;0;0;<24, 48;593.78;613.46;596.71;8/04/2014;11;4136.02;BT;1/01/2010;1;CNE
C08043;01/04/2014;>10;0;0;<24, 48;824.42;0;0;11/04/2014;12;6411.24;BT;1/01/2010;1;COEF
C08044;01/04/2014;>10;0;0;<24, 48;219.11;0;0;3/04/2014;16;836.8;BT;1/01/2011;1;CNE
C08045;01/04/2014;<=10;>0;0;<24, 48;821.74;0;2486.69;23/04/2014;15;20074.2;BT;1/01/2013;1;COEF
C08046;01/04/2014;<=10;0;0;<24, 48;528.75;625.42;959.84;4/04/2014;7;18783.7;BT;1/01/2013;1;CNE
